gene1,gene2,chr1,chr2,rep,min,interactions.x,interactions.y,interactions.counts
ZNF438,PARD3,10,10,1,90,31265000,34860000,2
ZNF438,PARD3,10,10,1,90,31155000,34865000,1
ZNF438,PARD3,10,10,1,90,31200000,34865000,1
ZNF438,PARD3,10,10,1,90,31210000,34865000,1
ZNF438,PARD3,10,10,1,90,31255000,34865000,1
ZNF438,PARD3,10,10,1,90,31270000,34865000,1
ZNF438,PARD3,10,10,1,90,31280000,34865000,1
ZNF438,PARD3,10,10,1,90,31135000,34870000,2
ZNF438,PARD3,10,10,1,90,31155000,34870000,1
ZNF438,PARD3,10,10,1,90,31180000,34870000,1
ZNF438,PARD3,10,10,1,90,31225000,34870000,1
ZNF438,PARD3,10,10,1,90,31270000,34870000,1
ZNF438,PARD3,10,10,1,90,31320000,34870000,1
ZNF438,PARD3,10,10,1,90,31170000,34875000,1
ZNF438,PARD3,10,10,1,90,31205000,34875000,1
ZNF438,PARD3,10,10,1,90,31210000,34875000,1
ZNF438,PARD3,10,10,1,90,31230000,34875000,1
ZNF438,PARD3,10,10,1,90,31155000,34880000,2
ZNF438,PARD3,10,10,1,90,31175000,34880000,1
ZNF438,PARD3,10,10,1,90,31190000,34880000,1
ZNF438,PARD3,10,10,1,90,31225000,34880000,1
ZNF438,PARD3,10,10,1,90,31275000,34880000,1
ZNF438,PARD3,10,10,1,90,31290000,34880000,1
ZNF438,PARD3,10,10,1,90,31295000,34880000,1
ZNF438,PARD3,10,10,1,90,31305000,34880000,1
ZNF438,PARD3,10,10,1,90,31310000,34880000,1
ZNF438,PARD3,10,10,1,90,31155000,34885000,1
ZNF438,PARD3,10,10,1,90,31160000,34885000,1
ZNF438,PARD3,10,10,1,90,31195000,34885000,2
ZNF438,PARD3,10,10,1,90,31250000,34885000,2
ZNF438,PARD3,10,10,1,90,31260000,34885000,1
ZNF438,PARD3,10,10,1,90,31265000,34885000,1
ZNF438,PARD3,10,10,1,90,31275000,34885000,1
ZNF438,PARD3,10,10,1,90,31305000,34885000,1
ZNF438,PARD3,10,10,1,90,31320000,34885000,1
ZNF438,PARD3,10,10,1,90,31150000,34890000,1
ZNF438,PARD3,10,10,1,90,31165000,34890000,1
ZNF438,PARD3,10,10,1,90,31195000,34890000,1
ZNF438,PARD3,10,10,1,90,31215000,34890000,1
ZNF438,PARD3,10,10,1,90,31230000,34890000,1
ZNF438,PARD3,10,10,1,90,31260000,34890000,1
ZNF438,PARD3,10,10,1,90,31265000,34890000,1
ZNF438,PARD3,10,10,1,90,31270000,34890000,1
ZNF438,PARD3,10,10,1,90,31275000,34890000,1
ZNF438,PARD3,10,10,1,90,31285000,34890000,1
ZNF438,PARD3,10,10,1,90,31295000,34890000,1
ZNF438,PARD3,10,10,1,90,31300000,34890000,1
ZNF438,PARD3,10,10,1,90,31145000,34895000,1
ZNF438,PARD3,10,10,1,90,31150000,34895000,1
ZNF438,PARD3,10,10,1,90,31185000,34895000,1
ZNF438,PARD3,10,10,1,90,31190000,34895000,1
ZNF438,PARD3,10,10,1,90,31205000,34895000,1
ZNF438,PARD3,10,10,1,90,31210000,34895000,1
ZNF438,PARD3,10,10,1,90,31230000,34895000,1
ZNF438,PARD3,10,10,1,90,31255000,34895000,1
ZNF438,PARD3,10,10,1,90,31260000,34895000,1
ZNF438,PARD3,10,10,1,90,31275000,34895000,1
ZNF438,PARD3,10,10,1,90,31280000,34895000,1
ZNF438,PARD3,10,10,1,90,31300000,34895000,1
ZNF438,PARD3,10,10,1,90,31305000,34895000,1
ZNF438,PARD3,10,10,1,90,31315000,34895000,1
ZNF438,PARD3,10,10,1,90,31320000,34895000,2
ZNF438,PARD3,10,10,1,90,31135000,34900000,1
ZNF438,PARD3,10,10,1,90,31170000,34900000,1
ZNF438,PARD3,10,10,1,90,31195000,34900000,1
ZNF438,PARD3,10,10,1,90,31235000,34900000,1
ZNF438,PARD3,10,10,1,90,31270000,34900000,1
ZNF438,PARD3,10,10,1,90,31145000,34905000,2
ZNF438,PARD3,10,10,1,90,31150000,34905000,1
ZNF438,PARD3,10,10,1,90,31220000,34905000,1
ZNF438,PARD3,10,10,1,90,31285000,34905000,1
ZNF438,PARD3,10,10,1,90,31295000,34905000,1
ZNF438,PARD3,10,10,1,90,31145000,34910000,2
ZNF438,PARD3,10,10,1,90,31210000,34910000,1
ZNF438,PARD3,10,10,1,90,31235000,34910000,1
ZNF438,PARD3,10,10,1,90,31265000,34910000,1
ZNF438,PARD3,10,10,1,90,31275000,34910000,1
ZNF438,PARD3,10,10,1,90,31135000,34915000,1
ZNF438,PARD3,10,10,1,90,31175000,34915000,1
ZNF438,PARD3,10,10,1,90,31190000,34915000,1
ZNF438,PARD3,10,10,1,90,31200000,34915000,1
ZNF438,PARD3,10,10,1,90,31210000,34915000,1
ZNF438,PARD3,10,10,1,90,31220000,34915000,2
ZNF438,PARD3,10,10,1,90,31230000,34915000,1
ZNF438,PARD3,10,10,1,90,31285000,34915000,1
ZNF438,PARD3,10,10,1,90,31300000,34915000,2
ZNF438,PARD3,10,10,1,90,31320000,34915000,1
ZNF438,PARD3,10,10,1,90,31180000,34920000,1
ZNF438,PARD3,10,10,1,90,31260000,34920000,1
ZNF438,PARD3,10,10,1,90,31275000,34920000,1
ZNF438,PARD3,10,10,1,90,31150000,34925000,1
ZNF438,PARD3,10,10,1,90,31165000,34925000,1
ZNF438,PARD3,10,10,1,90,31175000,34925000,1
ZNF438,PARD3,10,10,1,90,31180000,34925000,1
ZNF438,PARD3,10,10,1,90,31210000,34925000,1
ZNF438,PARD3,10,10,1,90,31225000,34925000,1
ZNF438,PARD3,10,10,1,90,31240000,34925000,1
ZNF438,PARD3,10,10,1,90,31260000,34925000,1
ZNF438,PARD3,10,10,1,90,31305000,34925000,1
ZNF438,PARD3,10,10,1,90,31190000,34930000,1
ZNF438,PARD3,10,10,1,90,31225000,34930000,1
ZNF438,PARD3,10,10,1,90,31230000,34930000,1
ZNF438,PARD3,10,10,1,90,31255000,34930000,1
ZNF438,PARD3,10,10,1,90,31270000,34930000,1
ZNF438,PARD3,10,10,1,90,31275000,34930000,1
ZNF438,PARD3,10,10,1,90,31310000,34930000,1
ZNF438,PARD3,10,10,1,90,31155000,34935000,1
ZNF438,PARD3,10,10,1,90,31170000,34935000,1
ZNF438,PARD3,10,10,1,90,31185000,34935000,1
ZNF438,PARD3,10,10,1,90,31190000,34935000,2
ZNF438,PARD3,10,10,1,90,31220000,34935000,1
ZNF438,PARD3,10,10,1,90,31225000,34935000,1
ZNF438,PARD3,10,10,1,90,31245000,34935000,2
ZNF438,PARD3,10,10,1,90,31275000,34935000,1
ZNF438,PARD3,10,10,1,90,31150000,34940000,1
ZNF438,PARD3,10,10,1,90,31155000,34940000,2
ZNF438,PARD3,10,10,1,90,31225000,34940000,1
ZNF438,PARD3,10,10,1,90,31280000,34940000,1
ZNF438,PARD3,10,10,1,90,31305000,34940000,1
ZNF438,PARD3,10,10,1,90,31145000,34945000,1
ZNF438,PARD3,10,10,1,90,31175000,34945000,1
ZNF438,PARD3,10,10,1,90,31215000,34945000,1
ZNF438,PARD3,10,10,1,90,31245000,34945000,1
ZNF438,PARD3,10,10,1,90,31260000,34945000,1
ZNF438,PARD3,10,10,1,90,31275000,34945000,1
ZNF438,PARD3,10,10,1,90,31140000,34950000,1
ZNF438,PARD3,10,10,1,90,31180000,34950000,1
ZNF438,PARD3,10,10,1,90,31280000,34950000,1
ZNF438,PARD3,10,10,1,90,31290000,34950000,1
ZNF438,PARD3,10,10,1,90,31295000,34950000,1
ZNF438,PARD3,10,10,1,90,31135000,34955000,1
ZNF438,PARD3,10,10,1,90,31175000,34955000,1
ZNF438,PARD3,10,10,1,90,31180000,34955000,1
ZNF438,PARD3,10,10,1,90,31225000,34955000,1
ZNF438,PARD3,10,10,1,90,31260000,34955000,1
ZNF438,PARD3,10,10,1,90,31295000,34955000,1
ZNF438,PARD3,10,10,1,90,31210000,34960000,1
ZNF438,PARD3,10,10,1,90,31225000,34960000,1
ZNF438,PARD3,10,10,1,90,31250000,34960000,1
ZNF438,PARD3,10,10,1,90,31280000,34960000,1
ZNF438,PARD3,10,10,1,90,31300000,34960000,1
ZNF438,PARD3,10,10,1,90,31310000,34960000,1
ZNF438,PARD3,10,10,1,90,31140000,34965000,1
ZNF438,PARD3,10,10,1,90,31150000,34965000,1
ZNF438,PARD3,10,10,1,90,31155000,34965000,1
ZNF438,PARD3,10,10,1,90,31220000,34965000,1
ZNF438,PARD3,10,10,1,90,31235000,34965000,1
ZNF438,PARD3,10,10,1,90,31265000,34965000,1
ZNF438,PARD3,10,10,1,90,31270000,34965000,1
ZNF438,PARD3,10,10,1,90,31235000,34970000,2
ZNF438,PARD3,10,10,1,90,31300000,34970000,1
ZNF438,PARD3,10,10,1,90,31175000,34975000,1
ZNF438,PARD3,10,10,1,90,31185000,34975000,1
ZNF438,PARD3,10,10,1,90,31320000,34975000,1
ZNF438,PARD3,10,10,1,90,31150000,34980000,2
ZNF438,PARD3,10,10,1,90,31170000,34980000,1
ZNF438,PARD3,10,10,1,90,31195000,34980000,1
ZNF438,PARD3,10,10,1,90,31215000,34980000,2
ZNF438,PARD3,10,10,1,90,31225000,34980000,1
ZNF438,PARD3,10,10,1,90,31240000,34980000,1
ZNF438,PARD3,10,10,1,90,31260000,34980000,2
ZNF438,PARD3,10,10,1,90,31280000,34980000,1
ZNF438,PARD3,10,10,1,90,31290000,34980000,1
ZNF438,PARD3,10,10,1,90,31160000,34985000,1
ZNF438,PARD3,10,10,1,90,31190000,34985000,1
ZNF438,PARD3,10,10,1,90,31200000,34985000,2
ZNF438,PARD3,10,10,1,90,31210000,34985000,1
ZNF438,PARD3,10,10,1,90,31215000,34985000,1
ZNF438,PARD3,10,10,1,90,31170000,34990000,1
ZNF438,PARD3,10,10,1,90,31190000,34990000,1
ZNF438,PARD3,10,10,1,90,31225000,34990000,1
ZNF438,PARD3,10,10,1,90,31275000,34990000,1
ZNF438,PARD3,10,10,1,90,31305000,34990000,1
ZNF438,PARD3,10,10,1,90,31320000,34990000,1
ZNF438,PARD3,10,10,1,90,31160000,34995000,2
ZNF438,PARD3,10,10,1,90,31175000,34995000,1
ZNF438,PARD3,10,10,1,90,31215000,34995000,1
ZNF438,PARD3,10,10,1,90,31180000,35000000,1
ZNF438,PARD3,10,10,1,90,31185000,35000000,1
ZNF438,PARD3,10,10,1,90,31210000,35000000,1
ZNF438,PARD3,10,10,1,90,31225000,35000000,1
ZNF438,PARD3,10,10,1,90,31240000,35000000,2
ZNF438,PARD3,10,10,1,90,31265000,35000000,1
ZNF438,PARD3,10,10,1,90,31275000,35000000,1
ZNF438,PARD3,10,10,1,90,31310000,35000000,1
ZNF438,PARD3,10,10,1,90,31140000,35005000,1
ZNF438,PARD3,10,10,1,90,31155000,35005000,1
ZNF438,PARD3,10,10,1,90,31170000,35005000,1
ZNF438,PARD3,10,10,1,90,31185000,35005000,1
ZNF438,PARD3,10,10,1,90,31190000,35005000,1
ZNF438,PARD3,10,10,1,90,31225000,35005000,1
ZNF438,PARD3,10,10,1,90,31250000,35005000,1
ZNF438,PARD3,10,10,1,90,31275000,35005000,1
ZNF438,PARD3,10,10,1,90,31210000,35010000,1
ZNF438,PARD3,10,10,1,90,31215000,35010000,1
ZNF438,PARD3,10,10,1,90,31255000,35010000,1
ZNF438,PARD3,10,10,1,90,31265000,35010000,1
ZNF438,PARD3,10,10,1,90,31270000,35010000,1
ZNF438,PARD3,10,10,1,90,31170000,35015000,1
ZNF438,PARD3,10,10,1,90,31195000,35015000,1
ZNF438,PARD3,10,10,1,90,31205000,35015000,1
ZNF438,PARD3,10,10,1,90,31310000,35015000,1
ZNF438,PARD3,10,10,1,90,31135000,35020000,1
ZNF438,PARD3,10,10,1,90,31145000,35020000,1
ZNF438,PARD3,10,10,1,90,31150000,35020000,1
ZNF438,PARD3,10,10,1,90,31195000,35020000,1
ZNF438,PARD3,10,10,1,90,31215000,35020000,1
ZNF438,PARD3,10,10,1,90,31235000,35020000,1
ZNF438,PARD3,10,10,1,90,31245000,35020000,1
ZNF438,PARD3,10,10,1,90,31255000,35020000,2
ZNF438,PARD3,10,10,1,90,31135000,35025000,1
ZNF438,PARD3,10,10,1,90,31200000,35025000,1
ZNF438,PARD3,10,10,1,90,31210000,35025000,1
ZNF438,PARD3,10,10,1,90,31245000,35025000,1
ZNF438,PARD3,10,10,1,90,31305000,35025000,1
ZNF438,PARD3,10,10,1,90,31165000,35030000,1
ZNF438,PARD3,10,10,1,90,31170000,35030000,1
ZNF438,PARD3,10,10,1,90,31180000,35030000,1
ZNF438,PARD3,10,10,1,90,31200000,35030000,1
ZNF438,PARD3,10,10,1,90,31270000,35030000,1
ZNF438,PARD3,10,10,1,90,31275000,35030000,1
ZNF438,PARD3,10,10,1,90,31220000,35035000,1
ZNF438,PARD3,10,10,1,90,31300000,35035000,1
ZNF438,PARD3,10,10,1,90,31140000,35040000,1
ZNF438,PARD3,10,10,1,90,31200000,35040000,1
ZNF438,PARD3,10,10,1,90,31210000,35040000,1
ZNF438,PARD3,10,10,1,90,31230000,35040000,1
ZNF438,PARD3,10,10,1,90,31250000,35040000,1
ZNF438,PARD3,10,10,1,90,31185000,35045000,1
ZNF438,PARD3,10,10,1,90,31210000,35045000,1
ZNF438,PARD3,10,10,1,90,31250000,35045000,1
ZNF438,PARD3,10,10,1,90,31255000,35045000,1
ZNF438,PARD3,10,10,1,90,31300000,35045000,1
ZNF438,PARD3,10,10,1,90,31150000,35050000,1
ZNF438,PARD3,10,10,1,90,31160000,35050000,1
ZNF438,PARD3,10,10,1,90,31235000,35050000,1
ZNF438,PARD3,10,10,1,90,31240000,35050000,1
ZNF438,PARD3,10,10,1,90,31250000,35050000,1
ZNF438,PARD3,10,10,1,90,31255000,35050000,1
ZNF438,PARD3,10,10,1,90,31265000,35050000,1
ZNF438,PARD3,10,10,1,90,31290000,35050000,1
ZNF438,PARD3,10,10,1,90,31310000,35050000,1
ZNF438,PARD3,10,10,1,90,31165000,35055000,1
ZNF438,PARD3,10,10,1,90,31180000,35055000,1
ZNF438,PARD3,10,10,1,90,31220000,35055000,1
ZNF438,PARD3,10,10,1,90,31240000,35055000,1
ZNF438,PARD3,10,10,1,90,31245000,35055000,1
ZNF438,PARD3,10,10,1,90,31255000,35055000,1
ZNF438,PARD3,10,10,1,90,31270000,35055000,2
ZNF438,PARD3,10,10,1,90,31165000,35060000,1
ZNF438,PARD3,10,10,1,90,31225000,35060000,1
ZNF438,PARD3,10,10,1,90,31155000,35065000,1
ZNF438,PARD3,10,10,1,90,31180000,35065000,1
ZNF438,PARD3,10,10,1,90,31275000,35065000,1
ZNF438,PARD3,10,10,1,90,31315000,35065000,1
ZNF438,PARD3,10,10,1,90,31145000,35070000,1
ZNF438,PARD3,10,10,1,90,31165000,35070000,1
ZNF438,PARD3,10,10,1,90,31305000,35070000,1
ZNF438,PARD3,10,10,1,90,31150000,35075000,1
ZNF438,PARD3,10,10,1,90,31165000,35075000,1
ZNF438,PARD3,10,10,1,90,31170000,35075000,1
ZNF438,PARD3,10,10,1,90,31200000,35075000,1
ZNF438,PARD3,10,10,1,90,31205000,35075000,2
ZNF438,PARD3,10,10,1,90,31150000,35080000,1
ZNF438,PARD3,10,10,1,90,31155000,35080000,2
ZNF438,PARD3,10,10,1,90,31175000,35080000,1
ZNF438,PARD3,10,10,1,90,31195000,35080000,1
ZNF438,PARD3,10,10,1,90,31215000,35080000,1
ZNF438,PARD3,10,10,1,90,31220000,35080000,1
ZNF438,PARD3,10,10,1,90,31245000,35080000,1
ZNF438,PARD3,10,10,1,90,31255000,35080000,1
ZNF438,PARD3,10,10,1,90,31180000,35085000,1
ZNF438,PARD3,10,10,1,90,31210000,35085000,1
ZNF438,PARD3,10,10,1,90,31215000,35085000,2
ZNF438,PARD3,10,10,1,90,31260000,35085000,1
ZNF438,PARD3,10,10,1,90,31265000,35085000,1
ZNF438,PARD3,10,10,1,90,31280000,35085000,1
ZNF438,PARD3,10,10,1,90,31160000,35090000,1
ZNF438,PARD3,10,10,1,90,31200000,35090000,1
ZNF438,PARD3,10,10,1,90,31250000,35090000,1
ZNF438,PARD3,10,10,1,90,31165000,35095000,1
ZNF438,PARD3,10,10,1,90,31185000,35095000,1
ZNF438,PARD3,10,10,1,90,31280000,35095000,2
ZNF438,PARD3,10,10,1,90,31295000,35095000,1
ZNF438,PARD3,10,10,1,90,31300000,35095000,1
ZNF438,PARD3,10,10,1,90,31160000,35100000,1
ZNF438,PARD3,10,10,1,90,31185000,35100000,1
ZNF438,PARD3,10,10,1,90,31200000,35100000,1
ZNF438,PARD3,10,10,1,90,31215000,35100000,1
ZNF438,PARD3,10,10,1,90,31310000,35100000,1
ZNF438,PARD3,10,10,1,90,31320000,35100000,1
ZNF438,PARD3,10,10,2,90,31155000,34400000,1
ZNF438,PARD3,10,10,2,90,31260000,34400000,1
ZNF438,PARD3,10,10,2,90,31135000,34405000,1
ZNF438,PARD3,10,10,2,90,31145000,34405000,1
ZNF438,PARD3,10,10,2,90,31195000,34405000,1
ZNF438,PARD3,10,10,2,90,31210000,34405000,1
ZNF438,PARD3,10,10,2,90,31220000,34405000,1
ZNF438,PARD3,10,10,2,90,31225000,34405000,1
ZNF438,PARD3,10,10,2,90,31230000,34415000,1
ZNF438,PARD3,10,10,2,90,31190000,34420000,1
ZNF438,PARD3,10,10,2,90,31315000,34425000,1
ZNF438,PARD3,10,10,2,90,31215000,34430000,1
ZNF438,PARD3,10,10,2,90,31280000,34430000,1
ZNF438,PARD3,10,10,2,90,31165000,34435000,1
ZNF438,PARD3,10,10,2,90,31215000,34440000,1
ZNF438,PARD3,10,10,2,90,31145000,34445000,1
ZNF438,PARD3,10,10,2,90,31320000,34445000,2
ZNF438,PARD3,10,10,2,90,31160000,34455000,1
ZNF438,PARD3,10,10,2,90,31225000,34455000,1
ZNF438,PARD3,10,10,2,90,31225000,34465000,1
ZNF438,PARD3,10,10,2,90,31315000,34465000,1
ZNF438,PARD3,10,10,2,90,31200000,34470000,1
ZNF438,PARD3,10,10,2,90,31220000,34480000,1
ZNF438,PARD3,10,10,2,90,31140000,34485000,1
ZNF438,PARD3,10,10,2,90,31240000,34485000,1
ZNF438,PARD3,10,10,2,90,31220000,34490000,1
ZNF438,PARD3,10,10,2,90,31295000,34490000,1
ZNF438,PARD3,10,10,2,90,31195000,34500000,1
ZNF438,PARD3,10,10,2,90,31305000,34500000,1
ZNF438,PARD3,10,10,2,90,31150000,34505000,1
ZNF438,PARD3,10,10,2,90,31320000,34505000,1
ZNF438,PARD3,10,10,2,90,31135000,34510000,1
ZNF438,PARD3,10,10,2,90,31310000,34510000,1
ZNF438,PARD3,10,10,2,90,31150000,34515000,1
ZNF438,PARD3,10,10,2,90,31160000,34515000,1
ZNF438,PARD3,10,10,2,90,31150000,34520000,1
ZNF438,PARD3,10,10,2,90,31185000,34520000,1
ZNF438,PARD3,10,10,2,90,31135000,34530000,1
ZNF438,PARD3,10,10,2,90,31200000,34530000,1
ZNF438,PARD3,10,10,2,90,31170000,34535000,1
ZNF438,PARD3,10,10,2,90,31235000,34535000,1
ZNF438,PARD3,10,10,2,90,31310000,34535000,1
ZNF438,PARD3,10,10,2,90,31285000,34540000,1
ZNF438,PARD3,10,10,2,90,31320000,34540000,1
ZNF438,PARD3,10,10,2,90,31135000,34545000,1
ZNF438,PARD3,10,10,2,90,31180000,34545000,1
ZNF438,PARD3,10,10,2,90,31145000,34550000,1
ZNF438,PARD3,10,10,2,90,31260000,34550000,1
ZNF438,PARD3,10,10,2,90,31250000,34560000,1
ZNF438,PARD3,10,10,2,90,31145000,34565000,2
ZNF438,PARD3,10,10,2,90,31155000,34565000,1
ZNF438,PARD3,10,10,2,90,31140000,34570000,1
ZNF438,PARD3,10,10,2,90,31315000,34575000,1
ZNF438,PARD3,10,10,2,90,31155000,34580000,1
ZNF438,PARD3,10,10,2,90,31185000,34580000,1
ZNF438,PARD3,10,10,2,90,31210000,34580000,1
ZNF438,PARD3,10,10,2,90,31135000,34585000,1
ZNF438,PARD3,10,10,2,90,31290000,34585000,1
ZNF438,PARD3,10,10,2,90,31155000,34590000,1
ZNF438,PARD3,10,10,2,90,31180000,34590000,1
ZNF438,PARD3,10,10,2,90,31265000,34595000,1
ZNF438,PARD3,10,10,2,90,31135000,34600000,1
ZNF438,PARD3,10,10,2,90,31255000,34600000,1
ZNF438,PARD3,10,10,2,90,31300000,34600000,1
ZNF438,PARD3,10,10,2,90,31145000,34605000,1
ZNF438,PARD3,10,10,2,90,31180000,34605000,1
ZNF438,PARD3,10,10,2,90,31250000,34605000,1
ZNF438,PARD3,10,10,2,90,31205000,34615000,1
ZNF438,PARD3,10,10,2,90,31220000,34615000,1
ZNF438,PARD3,10,10,2,90,31225000,34620000,1
ZNF438,PARD3,10,10,2,90,31140000,34625000,1
ZNF438,PARD3,10,10,2,90,31220000,34625000,1
ZNF438,PARD3,10,10,2,90,31140000,34630000,1
ZNF438,PARD3,10,10,2,90,31190000,34630000,1
ZNF438,PARD3,10,10,2,90,31295000,34630000,1
ZNF438,PARD3,10,10,2,90,31275000,34635000,1
ZNF438,PARD3,10,10,2,90,31135000,34645000,1
ZNF438,PARD3,10,10,2,90,31190000,34645000,1
ZNF438,PARD3,10,10,2,90,31215000,34650000,1
ZNF438,PARD3,10,10,2,90,31210000,34655000,1
ZNF438,PARD3,10,10,2,90,31215000,34655000,1
ZNF438,PARD3,10,10,2,90,31300000,34655000,1
ZNF438,PARD3,10,10,2,90,31305000,34655000,1
ZNF438,PARD3,10,10,2,90,31300000,34660000,1
ZNF438,PARD3,10,10,2,90,31300000,34665000,1
ZNF438,PARD3,10,10,2,90,31230000,34670000,1
ZNF438,PARD3,10,10,2,90,31135000,34685000,1
ZNF438,PARD3,10,10,2,90,31165000,34685000,1
ZNF438,PARD3,10,10,2,90,31235000,34685000,1
ZNF438,PARD3,10,10,2,90,31240000,34685000,1
ZNF438,PARD3,10,10,2,90,31220000,34690000,1
ZNF438,PARD3,10,10,2,90,31230000,34690000,1
ZNF438,PARD3,10,10,2,90,31140000,34700000,1
ZNF438,PARD3,10,10,2,90,31145000,34700000,1
ZNF438,PARD3,10,10,2,90,31210000,34710000,1
ZNF438,PARD3,10,10,2,90,31215000,34710000,1
ZNF438,PARD3,10,10,2,90,31190000,34720000,1
ZNF438,PARD3,10,10,2,90,31235000,34720000,1
ZNF438,PARD3,10,10,2,90,31320000,34720000,1
ZNF438,PARD3,10,10,2,90,31155000,34730000,1
ZNF438,PARD3,10,10,2,90,31190000,34735000,1
ZNF438,PARD3,10,10,2,90,31240000,34735000,1
ZNF438,PARD3,10,10,2,90,31285000,34735000,1
ZNF438,PARD3,10,10,2,90,31205000,34740000,1
ZNF438,PARD3,10,10,2,90,31230000,34765000,1
ZNF438,PARD3,10,10,2,90,31305000,34765000,1
ZNF438,PARD3,10,10,2,90,31135000,34775000,1
ZNF438,PARD3,10,10,2,90,31135000,34785000,1
ZNF438,PARD3,10,10,2,90,31230000,34785000,1
ZNF438,PARD3,10,10,2,90,31240000,34790000,1
ZNF438,PARD3,10,10,2,90,31145000,34800000,1
ZNF438,PARD3,10,10,2,90,31170000,34800000,1
ZNF438,PARD3,10,10,2,90,31195000,34800000,1
ZNF438,PARD3,10,10,2,90,31180000,34805000,1
ZNF438,PARD3,10,10,2,90,31145000,34810000,1
ZNF438,PARD3,10,10,2,90,31310000,34810000,1
ZNF438,PARD3,10,10,2,90,31150000,34815000,1
ZNF438,PARD3,10,10,2,90,31170000,34815000,1
ZNF438,PARD3,10,10,2,90,31160000,34825000,1
ZNF438,PARD3,10,10,2,90,31150000,34835000,1
ZNF438,PARD3,10,10,2,90,31230000,34840000,1
ZNF438,PARD3,10,10,2,90,31135000,34850000,1
ZNF438,PARD3,10,10,2,90,31240000,34850000,1
ZNF438,PARD3,10,10,2,90,31260000,34850000,1
ZNF438,PARD3,10,10,2,90,31305000,34850000,1
ZNF438,PARD3,10,10,2,90,31320000,34850000,1
ZNF438,PARD3,10,10,2,90,31165000,34855000,1
ZNF438,PARD3,10,10,2,90,31255000,34855000,1
ZNF438,PARD3,10,10,2,90,31175000,34860000,1
ZNF438,PARD3,10,10,2,90,31300000,34860000,1
ZNF438,PARD3,10,10,2,90,31155000,34870000,1
ZNF438,PARD3,10,10,2,90,31185000,34870000,1
ZNF438,PARD3,10,10,2,90,31165000,34880000,1
ZNF438,PARD3,10,10,2,90,31210000,34880000,1
ZNF438,PARD3,10,10,2,90,31220000,34895000,1
ZNF438,PARD3,10,10,2,90,31290000,34900000,1
ZNF438,PARD3,10,10,2,90,31180000,34905000,1
ZNF438,PARD3,10,10,2,90,31315000,34905000,1
ZNF438,PARD3,10,10,2,90,31215000,34910000,1
ZNF438,PARD3,10,10,2,90,31230000,34910000,1
ZNF438,PARD3,10,10,2,90,31180000,34915000,1
ZNF438,PARD3,10,10,2,90,31200000,34915000,1
ZNF438,PARD3,10,10,2,90,31315000,34915000,1
ZNF438,PARD3,10,10,2,90,31140000,34920000,1
ZNF438,PARD3,10,10,2,90,31150000,34920000,1
ZNF438,PARD3,10,10,2,90,31295000,34920000,1
ZNF438,PARD3,10,10,2,90,31310000,34920000,1
ZNF438,PARD3,10,10,2,90,31155000,34925000,1
ZNF438,PARD3,10,10,2,90,31230000,34925000,1
ZNF438,PARD3,10,10,2,90,31285000,34925000,1
ZNF438,PARD3,10,10,2,90,31315000,34925000,1
ZNF438,PARD3,10,10,2,90,31255000,34930000,1
ZNF438,PARD3,10,10,2,90,31320000,34930000,1
ZNF438,PARD3,10,10,2,90,31170000,34935000,1
ZNF438,PARD3,10,10,2,90,31305000,34935000,1
ZNF438,PARD3,10,10,2,90,31310000,34935000,1
ZNF438,PARD3,10,10,2,90,31245000,34940000,1
ZNF438,PARD3,10,10,2,90,31255000,34940000,1
ZNF438,PARD3,10,10,2,90,31300000,34940000,1
ZNF438,PARD3,10,10,2,90,31320000,34940000,1
ZNF438,PARD3,10,10,2,90,31215000,34950000,1
ZNF438,PARD3,10,10,2,90,31245000,34950000,1
ZNF438,PARD3,10,10,2,90,31320000,34950000,1
ZNF438,PARD3,10,10,2,90,31135000,34955000,1
ZNF438,PARD3,10,10,2,90,31315000,34955000,1
ZNF438,PARD3,10,10,2,90,31165000,34965000,1
ZNF438,PARD3,10,10,2,90,31265000,34970000,1
ZNF438,PARD3,10,10,2,90,31305000,34970000,1
ZNF438,PARD3,10,10,2,90,31185000,34975000,1
ZNF438,PARD3,10,10,2,90,31215000,34975000,1
ZNF438,PARD3,10,10,2,90,31315000,34975000,1
ZNF438,PARD3,10,10,2,90,31310000,34980000,1
ZNF438,PARD3,10,10,2,90,31210000,34985000,1
ZNF438,PARD3,10,10,2,90,31225000,34985000,1
ZNF438,PARD3,10,10,2,90,31235000,34985000,1
ZNF438,PARD3,10,10,2,90,31150000,34995000,1
ZNF438,PARD3,10,10,2,90,31220000,34995000,1
ZNF438,PARD3,10,10,2,90,31260000,34995000,1
ZNF438,PARD3,10,10,2,90,31275000,34995000,1
ZNF438,PARD3,10,10,2,90,31275000,35010000,1
ZNF438,PARD3,10,10,2,90,31250000,35015000,1
ZNF438,PARD3,10,10,2,90,31270000,35015000,1
ZNF438,PARD3,10,10,2,90,31140000,35020000,1
ZNF438,PARD3,10,10,2,90,31320000,35030000,1
ZNF438,PARD3,10,10,2,90,31145000,35035000,1
ZNF438,PARD3,10,10,2,90,31280000,35035000,1
ZNF438,PARD3,10,10,2,90,31305000,35035000,1
ZNF438,PARD3,10,10,2,90,31140000,35045000,1
ZNF438,PARD3,10,10,2,90,31315000,35045000,1
ZNF438,PARD3,10,10,2,90,31225000,35050000,1
